[
  "DUZENTOS e cinquenta e seis “kits” de ferro branco foram entregues ontem ao Instituto Industrial e Comercial da Beira (IICB) pela Cruz Vermelha da Espanha (CVE), em apoio à formação dos estudantes que vão ajudar na reconstrução da cidade da Beira após o ciclone Idai."
]
[
  "2019-06-05 00:30:00",
  "Ide-Ul-Fitre: Governador exorta à união",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90412-ide-ul-fitre-governador-exorta-a-uniao",
  "Nampula",
  "1394",
  "O GOVERNADOR de Nampula, Victor Borges, exortou ontem a todos muçulmanos da cidade de Nampula no sentido de cultivarem a espiritualidade e a fraternidade para a construção de um país melhor, proclamando a paz através de boas práticas."
]
[
  "2019-06-05 00:30:00",
  "JICA financia reabilitação da EPC de Macurungo",
  "https://www.jornalnoticias.co.mz/index.php/beira/90408-jica-financia-reabilitacao-da-epc-de-macurungo",
  "Beira",
  "2202",
  "A ESCOLA Primária Completa (EPC) deMacurungo, na cidade daBeira, destruída pela passagem do ciclone tropical Idai, vai ser reabilitada com o financiamento da Agência Japonesa de Cooperação Internacional (JICA)."
]
[
  "2019-06-05 00:30:00",
  "Pedras preciosas agitam Namutequeliua",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90413-pedras-preciosas-agitam-namutequeliua",
  "Nampula",
  "1353",
  "RESIDENTES do bairro do Namutequeliua e arredores estão desde fim de semana agitados e empenhados na recolha e colecção de pedras preciosas desenterradas no processo de terraplanagem da segunda faixa do prolongamento da Avenida Eduardo Mondlane, na cidade de Nampula."
]
[
  "2019-06-05 09:08:27",
  "PR diz que Moçambique não tem conflito religioso",
  "https://www.jornalnoticias.co.mz/index.php/beira/90434-pr-diz-que-mocambique-nao-tem-conflito-religioso",
  "Beira",
  "2341",
  "O Presidente da República, Filipe Nyusi, disse esta manhã na cidade da Beira, província de Sofala, que o Governo de Moçambique não tem conflito religioso, pese embora homens armados sem rosto e com ligação muçulmana estejam a semear terror ao matar pessoas indefesas e queimar suas residências em alguns distritos da província de Cabo Delgado.\nO estadista falava na cerimónia do Eid-Ul-Fitre e depois reuniu-se com o líder do MDM, Daviz Simango, cujos detalhes traremos mais tarde.\nNo seu discurso, Nyusi enalteceu o papel da comunidade muçulmana na assistência às vítimas dos ciclones Idai e Kenneth, que este anos assolaram as regi\nes centro e norte do país."
]
[
  "2019-06-06 00:30:00",
  "Estacionamento inadequado de viaturas: Autarquia promete mão dura",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90447-estacionamento-inadequado-de-viaturas-autarquia-promete-mao-dura",
  "Nampula",
  "1395",
  "O CONSELHO Autárquico da Cidade de Nampula promete medidas duras contra os automobilistas que violam a postura urbana referente ao transporte, particularmente aos que estacionam as suas viaturas em passeios e outros locais inadequados, perturbando a livre circulação de pessoas."
]
[
  "2019-06-06 00:30:00",
  "Reconstrução vai reanimar região da SADC",
  "https://www.jornalnoticias.co.mz/index.php/beira/90457-reconstrucao-vai-reanimar-regiao-da-sadc",
  "Beira",
  "2000",
  "O PROCESSO de reconstrução da cidade da Beira, que ficou com as suas infra-estruturas destruídas pelo ciclone tropical Idai, em Março passado, vai galvanizar os negócios dos operadores do portolocal, como o Zimbabwe, Zâmbia, Malawi, Botswana e RDCongo."
]
[
  "2019-06-07 00:30:00",
  "Assistências às vítimas do ciclone Idai: PR enaltece papel da comunidade muçulmana",
  "https://www.jornalnoticias.co.mz/index.php/beira/90505-assistencias-as-vitimas-do-ciclone-idai-pr-enaltece-papel-da-comunidade-muculmana",
  "Beira",
  "2013",
  "O PRESIDENTE da República (PR), Filipe Nyusi,considerou esta quarta-feira que a comunidade muçulmana teve um papel crucial na fase das operações de busca, salvamento e assistências às vítimas do ciclone tropical Idai,que atingiu a cidade da Beira em Março."
]
[
  "2019-06-07 00:30:00",
  "Edilidade denuncia “chapeiros” desonestos",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90494-edilidade-denuncia-chapeiros-desonestos",
  "Nampula",
  "1470",
  "“CHAPEIROS” rebeldes. É assim que o Conselho Autárquico da cidade de Nampula classifica todos os operadores de transportes semicolectivos de passageiros, vulgo “chapa-cem”, que continuam a contrariar as normas emanadas pela edilidade, dentro da postura urbana e urbanística, para o exercício da actividade."
]
[
  "2019-06-08 00:30:00",
  "Avenida do Trabalho: EPC da Cerâmica pede lombas",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90543-avenida-do-trabalho-epc-da-ceramica-pede-lombas",
  "Nampula",
  "1476",
  "A DIRECÇÃO da Escola Primária Completa da Cerâmica, na cidade de Nampula, pede à instituição competente para que, com alguma urgência, mande colocar lombas na Avenida do Trabalho, defronte à instituição, com vista a evitar a ocorrência de acidentes de viação, vitimando sobretudo estudantes."
]
[
  "2019-06-08 00:30:00",
  "Bloco operatório do HCB em reabilitação",
  "https://www.jornalnoticias.co.mz/index.php/beira/90538-bloco-operatorio-do-hcb-em-reabilitacao",
  "Beira",
  "2231",
  "JÁ estão em curso as obras de reabilitação do bloco operatório do Hospital Central da Beira (HCB), severamente danificado pelo ciclone tropical Idai. A informação foi dada a conhecer recentemente na Beira pela Ministra da Saúde, Nazira Abdula."
]
[
  "2019-06-08 00:30:00",
  "PORTO DA BEIRA: Terminal oceânico volta a encher gás",
  "https://www.jornalnoticias.co.mz/index.php/beira/90560-porto-da-beira-terminal-oceanico-volta-a-encher-gas",
  "Beira",
  "2829",
  "Está restabelecido o sistema de enchimento de botijas de gás no Terminal Oceânico da Beira, após alguns meses de paralisação em resultado dos danos causados pela passagem do ciclone Idai, que atingiu a região Centro do país.\nEm declarações ao Notícias, Hélder Chambisse, Presidente do Conselho de Administração da Petromoc, proprietária do empreendimento da Beira, explicou que o ciclone Idai destruiu algumas balanças, obrigando à paralisação do sistema de enchimento das botijas.\n“A partir desse momento tivemos que chamar o empreiteiro para fazer ajustamentos nas balanças e, neste momento, posso assegurar que o sistema está operacional e a Petrogas já está em condições de fazer os enchimentos a partir da Beira”, referiu.\nCom a operacionalização da Beira, o país passa a ter duas infra-estruturas vocacionadas ao manuseamento do gás, sendo que a outra está localizada em Maputo, com uma capacidade de três mil toneladas métricas de gás, com as linhas de enchimento a serem operadas pela Petrogás e Petrogal.\nEntretanto, o sistema de enchimento da Beira é também operado pela Petromoc.\nActualmente, o sistema apenas permite o enchimento de botijas da Petrogas. No entanto, está-se a trabalhar com vista à montagem de uma segunda linha para atender às necessidades da Petrogal.\nPara a construção do Terminal Oceânico da Beira, a Petromoc investiu 31 milhões de dólares.\nA operacionalização do terminal da Beira vai reduzir o diferencial do transporte do gás de Maputo até ao centro do país, neste momento calculado em 1.87 centavos por quilograma.\nFeitas as contas, significa que passando a encher as botijas de gás naquela zona, reduz-se esse diferencial em cerca de 20 meticais por cada botija de 11 quilos.\nOutra vantagem do funcionamento deste terminal é que vai contribuir para uma maior disponibilidade do gás na região Sul do país, o que vai fazer com que mais cidadãos passem a consumir este tipo de combustível.\nDe referir que, com o terminal da Beira operacional, o país passou a dispor de uma capacidade total de armazenamento estimada em seis mil toneladas métricas de gás."
]
[
  "2019-06-08 00:30:00",
  "Para reabilitação: Instituto Comercial recebe fundo adicional",
  "https://www.jornalnoticias.co.mz/index.php/beira/90539-para-reabilitacao-instituto-comercial-recebe-fundo-adicional",
  "Beira",
  "2088",
  "UM milhão e duzentos mil euros serão disponibilizados, a título adicional, pelo Banco Alemão KFW para a reconstrução das salas de aula do Instituto Industrial e Comercial da Beira (IICB) danificadas pelo ciclone tropical Idai e que não estavam inseridas no projecto de reabilitação, extensão e apetrechamento em curso nesta instituição de formação técnico-profissional."
]
[
  "2019-06-08 00:30:00",
  "Vahanle sensibiliza “informais” para ocuparem os mercados",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90542-vahanle-sensibiliza-informais-para-ocuparem-os-mercados",
  "Nampula",
  "1412",
  "O PRESIDENTE do Conselho Municipal de Nampula, Paulo Vahanle, iniciou ontem o trabalho de sensibilização dos comerciantes que exercem a actividade nos passeios e ruas, incluindo as faixas de rodagem, para ocuparem as bancas livres nos mais diversificados mercados da urbe."
]
[
  "2019-06-10 00:25:27",
  "Movimento pós-“Idai”: um teste à capacidade e profissionalismo no aeroporto da Beira",
  "https://www.jornalnoticias.co.mz/index.php/beira/90575-movimento-pos-idai-um-teste-a-capacidade-e-profissionalismo-no-aeroporto-da-beira",
  "Beira",
  "2864",
  "Os danos humanos e infra-estruturais causados pela combinação do ciclone Idai e inundações na zona Centro do país, sobretudo na cidade da Beira, ainda estão na memória de muita gente."
]
[
  "2019-06-10 00:35:32",
  "Sant Egídio aumenta assistência social",
  "https://www.jornalnoticias.co.mz/index.php/beira/90562-sant-egidio-aumenta-assistencia-social",
  "Beira",
  "2223",
  "Devido à situação de emergência provocada pelo ciclone tropical Idai, a Comunidade de Santo Egídio aumentou a sua assistência na cidade da Beira. Com efeito, subiu de 50 para 300 o número de crianças vulneráveis assistidas e passou a fornecer comida a 480 adultos nas mesmas condições."
]
[
  "2019-06-10 00:42:10",
  "Roubos preocupam empresas de “rent a car” no aeroporto",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90564-roubos-preocupam-empresas-de-rent-a-car-no-aeroporto",
  "Nampula",
  "1369",
  "As empresas de prestação de serviços de aluguer de viaturas, designadas \"rent a car\", no Aeroporto Internacional de Nampula, queixam-se de assaltos e sucessivos roubos de material informático e acessórios que garantem o normal funcionamento destas empresas."
]
[
  "2019-06-11 00:30:00",
  "Bairro da Cerâmica: Moradores clamam por água canalizada",
  "https://www.jornalnoticias.co.mz/index.php/beira/90593-bairro-da-ceramica-moradores-clamam-por-agua-canalizada",
  "Beira",
  "2161",
  "OS moradores do Bairro da Cerâmica, arredores da cidade da Beira, queixam-se de falta de água canalizada, continuando a depender depoços. A Reportagem da delegação do “Notícias” na Beira esteve há dias nesta zonaresidencial, onde conversou com alguns moradores, que lamentaram a situação. Dizem estar a correr riscos de contrair doenças devido àqualidade da água que consomem diariamente."
]
[
  "2019-06-11 00:30:00",
  "Professores treinados em energias renováveis",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90594-professores-treinados-em-energias-renovaveis",
  "Nampula",
  "1311",
  "PROFESSORES do ensino secundário e técnico-profissional de Nampula beneficiaram, semana finda, de uma capacitação em matéria de energias renováveis. A iniciativa é do sector da Ciência e Tecnologia, Ensino Superior e Técnico-profissional de Nampula, no âmbito do “Programa Criando Cientistas Moçambicanos do Amanhã (PCCMA)”."
]
[
  "2019-06-11 09:14:34",
  "Mais de três mil famílias passam a ter água potável na Beira",
  "https://www.jornalnoticias.co.mz/index.php/beira/90618-mais-de-tres-mil-familias-passam-a-ter-agua-potavel-na-beira",
  "Beira",
  "2320",
  "Mais de três mil famílias da zona do Six-Mile, no bairro Ndunda, arredores da Beira, passam a consumir água potável fornecida por meio de uma estação móvel de tratamento, uma doação da Empresa Portuguesa de Águas Livres (EPAL).\n\"O sistema vai abastecer água a mais de três mil famílias. A água desta lagoa não seca, o que significa que os beneficiários terão doravante água 24 horas diárias\", disse Altino Mavile, director do Fundo de Investimento e Património do Abastecimento de Água (FIPAG).\nO sistema, orçado em cerca de meio milhão de euros, foi inaugurado pelo governador de Sofala, Alberto Mondlane, e pelo Ministro do Ambiente e da Transição Energética português, João Pedro Matos Fernandes.\nA estacão móvel veio de Portugal, no âmbito da solidariedade para com as vítimas do ciclone Idai que atingiu o centro de Moçambique, em Março, causando 604 mortos e afectando cerca de 1,8 milhão de pessoas.\n\"O sistema funciona como outras estações de tratamento de água, comportando a captação, decantação, pré-tratamento e tratamento, que depois é fornecida, já potável, à população\", explicou a fonte.\nUma parte do investimento é da EPAL (que disponibilizou a estação móvel de tratamento) e a outra parte é do FIPAG, que desembolsou oito milhões de meticais para a aquisição do gerador e montagem da rede de abastecimento, numa extensão de 1,5 quilómetro.\n\"Nesta primeira fase, as pessoas terão água gratuita, mas será criada uma comissão para velar pelo sistema e numa segunda fase o FIPAG estudará as capacidades financeiras de cada beneficiário para o pagamento do consumo de água. A tarifa dos fontanários é social. É preciso saber que há custos incluídos no tratamento, produtos químicos e energia\", disse Mavile.\nFalando durante a inauguração, João Pedro Matos Fernandes frisou, por seu turno, que o sistema foi montado \"para servir as comunidades\", às quais apelou para uso sustentável do recurso.\n\"A entrega deste sistema demonstra a solidariedade do povo português para com as vítimas do Idai\", concluiu João Pedro Matos Fernandes, citado pela Lusa.\nPouco tempo depois da passagem do “Idai”, Moçambique voltou a ser atingido por um segundo ciclone, o “Kenneth”, que se abateu sobre o norte do país em Abril,  matando 45 pessoas, para além de afectar outras 250 000."
]
[
  "2019-06-12 00:30:00",
  "Porto da Beira: Concluída dragagem de manutenção pós-ciclone",
  "https://www.jornalnoticias.co.mz/index.php/beira/90637-porto-da-beira-concluida-dragagem-de-manutencao-pos-ciclone",
  "Beira",
  "2075",
  "ESTÁ prevista para hoje a conclusão da dragagem de manutenção que, nos últimos dias, vinha decorrendo no cais de carga geral e contentores do Porto da Beira, paralisado na sequência do ciclone tropical Idai."
]
[
  "2019-06-12 00:30:00",
  "Raparigas formadas em educação financeira",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90641-raparigas-formadas-em-educacao-financeira",
  "Nampula",
  "1375",
  "PERTO de cinquenta raparigas mentoras da cidade de Nampula e da sede do distrito de Rapale estão desde segunda-feira a beneficiar de uma capacitação sobre a educação financeira, no âmbito de um programa levado a cabo pela Direcção Provincial de Juventude e Desporto, em coordenação com a ONU-Mulheres (organização não-governamental das Nações Unidas para igualdade do género e o empoderamento da mulher)."
]
[
  "2019-06-13 00:30:00",
  "Durante três meses: Moradores de Ndunda isentos de pagar água",
  "https://www.jornalnoticias.co.mz/index.php/beira/90665-durante-tres-meses-moradores-de-ndunda-isentos-de-pagar-agua",
  "Beira",
  "2234",
  "OS residentes da zona de Six Mile, Bairro de Ndunda, na cidade da Beira, não vão pagar a água que consomem durante um período de três meses, uma medida tomada em solidariedade a estes cidadãos que ainda se ressentem de danos causados pelo ciclone tropical Idai, que afectou severamente a urbe no passado dia 14."
]
[
  "2019-06-13 00:30:00",
  "Fábrica de plástico em Napipine: Munícipes queixam-se de poluição",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90668-fabrica-de-plastico-em-napipine-municipes-queixam-se-de-poluicao",
  "Nampula",
  "1664",
  "RESIDENTES da zona do Retiro, no bairro de Napipine, arredores da cidade de Nampula, queixam-se de poluição sonora e até ambiental provocada por uma indústria que se dedica à produção de cadeiras plásticas, mesas, pratos, copos, entre outros utensílios de uso domésticos, instalada nestaregião habitacional."
]
[
  "2019-06-13 00:30:00",
  "Raptadas a 1 de Junho: Três menores resgatadas do cativeiro",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90670-raptadas-a-1-de-junho-tres-menores-resgatadas-do-cativeiro",
  "Nampula",
  "1362",
  "AS autoridades policiais na cidade de Nampula regataram ontem três menores, entre os 7 e 15 anos, mantidas em cativeiro desde dia 1 de Junho, numa residência no bairro de Mutauanha."
]
[
  "2019-06-14 00:30:00",
  "Bairro do Belenenses: Nova passadeira liga Mercado do Peixe à Muzorone",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90718-bairro-do-belenenses-nova-passadeira-liga-mercado-do-peixe-a-muzorone",
  "Nampula",
  "1644",
  "A LIGAÇÃO entre o mercado do peixe e a zona de Muzorone, no bairro do Belenenses, na cidade de Nampula, através do rio Muhala, vai ser facilitada com a construção de um passadiço em betão, cujas obras estão em curso desde o início desta semana."
]
[
  "2019-06-14 00:30:00",
  "PRM esclarece: Afinal o rapto de menores foi encenação de familiares",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90719-prm-esclarece-afinal-o-rapto-de-menores-foi-encenacao-de-familiares",
  "Nampula",
  "1482",
  "A POLÍCIA da República de Moçambique (PRM) em Nampula veio ontem a público dizer que ainda não há clareza quanto ao rapto de três menores, alegadamente mantidos em cativeiro, na residência de um cidadão de nacionalidade congolesa,  no bairro de Mutauanha."
]
[
  "2019-06-14 00:30:00",
  "Pessoas com albinismo terão serviço de oftalmologia",
  "https://www.jornalnoticias.co.mz/index.php/beira/90723-pessoas-com-albinismo-terao-servico-de-oftalmologia",
  "Beira",
  "2121",
  "UM serviço de oftalmologia destinado exclusivamente a pessoas pessoas comalbinismo deverá ser aberto brevementeno Hospital Central da Beira (HCB) , anunciou ontem o director provincial doGénero, Criança e Acção Social, José Diquissone."
]
[
  "2019-06-15 00:30:00",
  "Hospital Central da Beira: Reduz número de dadores voluntários de sangue",
  "https://www.jornalnoticias.co.mz/index.php/beira/90763-hospital-central-da-beira-reduz-numero-de-dadores-voluntarios-de-sangue",
  "Beira",
  "2123",
  "O NÚMERO  de dadores voluntários de sangue está a reduzir consideravelmente no Banco de Sangue do Hospital Central da Beira (HCB), facto que está a preocupar as autoridades da área,que já recorrem a outras estratégias para a colecta do líquido vital fora do espaço hospitalar."
]
[
  "2019-06-15 00:30:00",
  "Nampaco: Obra nasce em área reservada para jardim público",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90756-nampaco-obra-nasce-em-area-reservada-para-jardim-publico",
  "Nampula",
  "1852",
  "UMA obra “estranha” está a ser erguida numa área reservada pelo Conselho Municipal da Cidade de Nampula para construção do Jardim de Nampaco, no bairro com mesmo nome, nos arredores da urbe. A nossa reportagem foi alertada sobre a obra por alguns moradores que, há dias, se reuniram para encontrar formas de protesto contra a ocupação daquele espaço já declarado área reservada do município."
]
[
  "2019-06-17 00:30:00",
  "Uma semana após serem retirados: Informais regressam à \"Paulo Samuel Kankhomba\"",
  "https://www.jornalnoticias.co.mz/index.php/capital/nampula/90801-uma-semana-apos-serem-retirados-informais-regressam-a-paulo-samuel-kankhomba",
  "Nampula",
  "2172",
  "PARTE considerável dos vendedores informais, retirados de forma pacífica, semana passada, da zona da Padaria Nampula, nesta cidade, decidiram instalar-se nos passeios das principais artérias da urbe, com destaque para a Avenida Paulo Samuel Kankhomba, em afronta a postura camarária."
]
[
  "2019-06-17 00:30:00",
  "Universidade Católica gradua 597 licenciados e mestrados",
  "https://www.jornalnoticias.co.mz/index.php/beira/90792-ucm-gradua-597-novos-quadros-superiores",
  "Beira",
  "2272",
  "\ntotal de 597 novos quadros superiores, com graus de licenciatura e mestrado foram sábado lançados ao mercado de emprego, na cidade da Beira, pela Universidade Católica de Moçambique (UCM)."
]
[
  "2019-06-17 08:43:31",
  "INGC encerra centros de acomodação que albergam vítimas do ciclone Idai",
  "https://www.jornalnoticias.co.mz/index.php/beira/90814-ingc-encerra-centros-de-acomodacao-que-albergam-vitimas-do-ciclone-idai",
  "Beira",
  "2108",
  "O Instituto Nacional de Gestão de Calamidades, INGC,encerrou, fim-de semana, na cidade da Beira, os três centros de acomodação que ainda albergavam as vítimas do ciclone Idai.\nAs famílias serão transferidas para novos centros de reassentamento criados no distrito de Dondo, segundo noticiou a Rádio Moçambique."
]
[
  "2019-06-18 00:30:00",
  "Construção de infra-estruturas sociais: Montemor-o-Velho apoia autarquia de Nampula",
